,,,purchased_price,produced_price
Ashanti,Onion,Fingers,0.8333333333333334,
Ashanti,Onion,Gram,0.5,
Ashanti,Onion,Heap,2.0,2.0
Ashanti,Onion,Margarin tin,2.0,
Ashanti,Onion,Other unit,4.0,
Ashanti,Onion,Packet,0.3,
Ashanti,Onion,Piece,0.75,
Ashanti,Onion,Rolls,1.5,
Ashanti,Onion,Set,1.0,
Ashanti,Onion,Single,0.5,1.25
Ashanti,Onion,Tubers,5.0,
Ashanti,Orange,Balls,0.25,
Ashanti,Orange,Bowl,1.75,5.0
Ashanti,Orange,Heap,1.0,
Ashanti,Orange,Other unit,0.16666666666666666,
Ashanti,Orange,Piece,0.3333333333333333,
Ashanti,Orange,Single,0.25,2.0
Ashanti,Other Alchoholic Beverage,Bowl,,7.0
Ashanti,Other Beverage,Bowl,,7.0
Ashanti,Other Beverage,Litres,,11.5
Ashanti,Other Beverage,Packet,12.0,
Ashanti,Other Beverage,Satchet,1.0,
Ashanti,Other Beverage,Single,1.0,
Ashanti,Other Beverage,Tin,19.0,
Ashanti,Other Cereal,Margarin tin,2.5,
Ashanti,Other Cereal,Single,0.5,
Ashanti,Other Domestic Poultry,Pound,,8.0
Ashanti,Other Domestic Poultry,Single,,35.0
Ashanti,Other Fish,1000 kg /metric tonnes/tonnes,3.3333333333333335,
Ashanti,Other Fish,Bowl,20.0,
Ashanti,Other Fish,Box/Carton,80.0,
Ashanti,Other Fish,Bucket,50.0,
Ashanti,Other Fish,Fingers,4.5,
Ashanti,Other Fish,Gram,0.5,
Ashanti,Other Fish,Heap,5.0,15.0
Ashanti,Other Fish,Kilogram,20.0,
Ashanti,Other Fish,Margarin tin,10.0,
Ashanti,Other Fish,Millilitre,1.6666666666666667,
Ashanti,Other Fish,Piece,1.25,
Ashanti,Other Fish,Pound,10.0,
Ashanti,Other Fish,Single,2.142857142857143,9.0
Ashanti,Other Flours,American Tin (Olonka),,8.0
Ashanti,Other Flours,Balls,,0.5
Ashanti,Other Flours,Margarin tin,,1.75
Ashanti,Other Fruits,Balls,0.2,
Ashanti,Other Fruits,Bowl,,
Ashanti,Other Fruits,Heap,0.5,
Ashanti,Other Fruits,Single,0.3333333333333333,2.0
Ashanti,Other Leafy Vegetable,Bowl,,0.5
Ashanti,Other Leafy Vegetable,Bundle,,5.0
Ashanti,Other Meat,Gram,7.5,
Ashanti,Other Meat,Heap,10.0,
Ashanti,Other Meat,Piece,4.166666666666667,
Ashanti,Other Meat,Pound,12.0,
Ashanti,Other Meat,Single,27.5,55.0
Ashanti,Other Milk Products,Packet,1.0,
Ashanti,Other Milk Products,Piece,1.0,
Ashanti,Other Milk Products,Satchet,1.0,
Ashanti,Other Milk Products,Single,1.0,
Ashanti,Other Oils,Beer bottle,12.0,
Ashanti,Other Oils,Fanta bottle,,3.0
Ashanti,Other Oils,Litres,5.7,7.0
Ashanti,Other Oils,Other unit,16.1,
Ashanti,Other Oils,Single,25.0,
Ashanti,Other Spices,Gram,0.016,
Ashanti,Other Spices,Heap,0.35,
Ashanti,Other Spices,Satchet,0.5,
Ashanti,Other Spices,Single,0.5,
Ashanti,Other Spices,Tin,6.0,
Ashanti,Other Spirits,Blister / Strip,1.5,
Ashanti,Other Spirits,Satchet,0.8,
Ashanti,Other Spirits,Set,0.8,
Ashanti,Other Spirits,Tot (25mls),1.1666666666666665,
Ashanti,Other Tobacco,Other unit,10.0,
Ashanti,Other Tobacco,Rolls,1.0,
Ashanti,Other Tubers ,Heap,,2.0
Ashanti,Other Tubers ,Single,1.6666666666666667,
Ashanti,Other Vegetable,Balls,3.0,
Ashanti,Other Vegetable,Bowl,2.0,
Ashanti,Other Vegetable,Bundle,1.0,
Ashanti,Other Vegetable,Gram,0.5,
Ashanti,Other Vegetable,Heap,1.0,1.0
Ashanti,Other Vegetable,Margarin tin,4.0,
Ashanti,Other Vegetable,Other unit,2.0,
Ashanti,Other Vegetable,Piece,1.0,
Ashanti,Other Vegetable,Single,2.0,
Ashanti,Palm Nut,American Tin (Olonka),3.0,4.0
Ashanti,Palm Nut,Basket,12.0,
Ashanti,Palm Nut,Bowl,4.0,2.0
Ashanti,Palm Nut,Bunch,,5.0
Ashanti,Palm Nut,Heap,2.0,3.0
Ashanti,Palm Nut,Margarin tin,2.0,
Ashanti,Palm Nut,Tin,5.0,
Ashanti,Pawpaw,Balls,1.0,
Ashanti,Pawpaw,Bowl,2.0,
Ashanti,Pawpaw,Gram,1.0,
Ashanti,Pawpaw,Heap,1.0,
Ashanti,Pawpaw,Other unit,1.0,
Ashanti,Pawpaw,Piece,1.0,
Ashanti,Pawpaw,Single,2.0,1.0
Ashanti,"Pepper (dried, red)",American Tin (Olonka),10.0,
Ashanti,"Pepper (dried, red)",Bowl,6.0,
Ashanti,"Pepper (dried, red)",Bundle,0.5,
Ashanti,"Pepper (dried, red)",Heap,1.0,
Ashanti,"Pepper (dried, red)",Margarin tin,3.0,
Ashanti,"Pepper (dried, red)",Single,0.6,
Ashanti,Pepper (fresh),American Tin (Olonka),10.0,
Ashanti,Pepper (fresh),Balls,1.5,
Ashanti,Pepper (fresh),Beer bottle,1.25,
Ashanti,Pepper (fresh),Bowl,1.0,2.0
Ashanti,Pepper (fresh),Bucket,0.5,
Ashanti,Pepper (fresh),Bunch,0.5,
Ashanti,Pepper (fresh),Bundle,1.0,
Ashanti,Pepper (fresh),Gram,0.5,
Ashanti,Pepper (fresh),Heap,1.0,1.5
Ashanti,Pepper (fresh),Margarin tin,2.0,2.0
Ashanti,Pepper (fresh),Other unit,0.5,
Ashanti,Pepper (fresh),Packet,2.0,
Ashanti,Pepper (fresh),Rolls,1.0,
Ashanti,Pepper (fresh),Single,0.06666666666666667,
Ashanti,Pepper (powder),American Tin (Olonka),7.0,
Ashanti,Pepper (powder),Balls,5.0,
Ashanti,Pepper (powder),Bowl,1.0,
Ashanti,Pepper (powder),Bundle,0.5,
Ashanti,Pepper (powder),Gram,1.0,
Ashanti,Pepper (powder),Heap,0.5,
Ashanti,Pepper (powder),Margarin tin,5.5,
Ashanti,Pepper (powder),Mini bag,2.0,
Ashanti,Pepper (powder),Other unit,0.5,
Ashanti,Pepper (powder),Pound,5.0,
Ashanti,Pepper (powder),Satchet,1.0,
Ashanti,Pepper (powder),Single,0.5,
Ashanti,Pepper (powder),Tin,1.0,
Ashanti,Pineapple,Gram,2.0,
Ashanti,Pineapple,Heap,2.0,
Ashanti,Pineapple,Piece,1.0,
Ashanti,Pineapple,Single,3.0,2.0
Ashanti,Plantain,Balls,0.2857142857142857,
Ashanti,Plantain,Basket,0.6666666666666666,
Ashanti,Plantain,Bowl,4.0,
Ashanti,Plantain,Bunch,8.0,10.0
Ashanti,Plantain,Bundle,6.0,
Ashanti,Plantain,Fanta bottle,0.4,
Ashanti,Plantain,Fingers,0.5,4.0
Ashanti,Plantain,Gram,0.6,
Ashanti,Plantain,Heap,3.0,4.0
Ashanti,Plantain,Litres,0.5,
Ashanti,Plantain,Piece,0.5,
Ashanti,Plantain,Single,0.8333333333333334,3.5
Ashanti,Plantain,Stick,6.0,
Ashanti,Plantain,Tubers,2.75,
Ashanti,Pork,Bowl,8.0,
Ashanti,Pork,Heap,10.0,
Ashanti,Pork,Kilogram,25.0,
Ashanti,Pork,Other unit,10.5,
Ashanti,Pork,Pound,10.0,
Ashanti,Pork,Single,1.0,
Ashanti,Pork (feet),Bowl,6.0,
Ashanti,Pork (feet),Heap,7.0,
Ashanti,Pork (feet),Kilogram,8.054054054054054,
Ashanti,Pork (feet),Pound,10.0,
Ashanti,Pork (feet),Single,6.5,
Ashanti,Potato ,American Tin (Olonka),15.0,
Ashanti,Potato ,Bowl,8.0,
Ashanti,Potato ,Heap,3.0,
Ashanti,Potato ,Single,0.6904761904761905,
Ashanti,Potato ,Tubers,3.3333333333333335,
Ashanti,Rice (imported),Kilogram,5.0,
Ashanti,Rice (imported),Margarin tin,2.5,
Ashanti,Rice (imported),Mini bag,30.0,
Ashanti,Rice (imported),Satchet,30.0,
Ashanti,Rice (local),American Tin (Olonka),15.0,20.0
Ashanti,Rice (local),Bowl,2.0,10.0
Ashanti,Rice (local),Kilogram,0.8,
Ashanti,Rice (local),Margarin tin,2.0,2.0
Ashanti,Salmon (smoked),1000 kg /metric tonnes/tonnes,2.0,
Ashanti,Salmon (smoked),American Tin (Olonka),3.3333333333333335,
Ashanti,Salmon (smoked),Basket,5.0,
Ashanti,Salmon (smoked),Bowl,6.0,
Ashanti,Salmon (smoked),Fingers,5.0,
Ashanti,Salmon (smoked),Gram,4.0,
Ashanti,Salmon (smoked),Heap,5.0,
Ashanti,Salmon (smoked),Millilitre,5.0,
Ashanti,Salmon (smoked),Packet,2.0,
Ashanti,Salmon (smoked),Piece,2.5,
Ashanti,Salmon (smoked),Pound,10.0,
Ashanti,Salmon (smoked),Satchet,2.0,
Ashanti,Salmon (smoked),Single,3.0,
Ashanti,Salt,American Tin (Olonka),6.0,
Ashanti,Salt,Balls,0.5,
Ashanti,Salt,Bowl,0.2,
Ashanti,Salt,Bundle,0.5,
Ashanti,Salt,Gram,0.6666666666666666,
Ashanti,Salt,Heap,0.5,
Ashanti,Salt,Margarin tin,1.0,
Ashanti,Salt,Mini bag,0.8,
Ashanti,Salt,Other unit,0.5,
Ashanti,Salt,Packet,1.75,
Ashanti,Salt,Piece,0.7,
Ashanti,Salt,Satchet,1.0,
Ashanti,Salt,Single,0.5,
Ashanti,Salt,Tin,1.0,
Ashanti,Sausage (beef),Gram,4.0,
Ashanti,Sausage (beef),Packet,4.0,
Ashanti,Sausage (beef),Single,2.5,
Ashanti,Sausage (chicken),Gram,5.0,
Ashanti,Sausage (chicken),Packet,4.0,
Ashanti,Sausage (chicken),Piece,3.5,
Ashanti,Sausage (chicken),Satchet,4.75,
Ashanti,Sausage (chicken),Single,4.25,
Ashanti,Sausage (pork),Packet,4.0,
Ashanti,Shallot,Bowl,7.5,
Ashanti,Shallot,Heap,1.5,
Ashanti,Shallot,Single,0.29166666666666663,
Ashanti,Shea Butter,Balls,0.5,
Ashanti,Shea Butter,Bowl,4.0,
Ashanti,Shea Butter,Fanta bottle,,7.0
Ashanti,Shea Butter,Gram,2.0,
Ashanti,Shea Butter,Heap,1.0,
Ashanti,Shea Butter,Piece,0.5,
Ashanti,Shea Butter,Single,1.0,
Ashanti,Shrimp,Heap,2.0,
Ashanti,Shrimp,Single,8.0,
Ashanti,Shrimp,Tin,1.0,
Ashanti,Snail,Heap,5.0,5.0
Ashanti,Snail,Single,2.5,4.5
Ashanti,Soft Drinks,Box/Carton,25.0,
Ashanti,Soft Drinks,Crate,30.0,
Ashanti,Soft Drinks,Dozen,2.0,
Ashanti,Soft Drinks,Fanta bottle,1.5,
Ashanti,Soft Drinks,Gram,1.5,
Ashanti,Soft Drinks,Litres,6.428571428571429,
Ashanti,Soft Drinks,Millilitre,2.0,
Ashanti,Soft Drinks,Other unit,4.0,
Ashanti,Soft Drinks,Packet,20.0,
Ashanti,Soft Drinks,Piece,1.75,
Ashanti,Soft Drinks,Single,2.0,
Ashanti,Soft Drinks,Tin,3.5,
Ashanti,Soybean,American Tin (Olonka),,10.0
Ashanti,Spaghetti,Packet,2.5,
Ashanti,Spaghetti,Satchet,2.0,
Ashanti,Spaghetti,Single,2.0,
Ashanti,Spinach,Bundle,,1.0
Ashanti,Spinach,Heap,,3.0
Ashanti,Sugar (cubed),Box/Carton,5.0,
Ashanti,Sugar (cubed),Heap,0.6,
Ashanti,Sugar (cubed),Margarin tin,2.0,
Ashanti,Sugar (cubed),Packet,8.0,
Ashanti,Sugar (cubed),Single,0.5,
Ashanti,Sugar (granulated),American Tin (Olonka),10.0,
Ashanti,Sugar (granulated),Bowl,0.45,
Ashanti,Sugar (granulated),Bundle,0.5,
Ashanti,Sugar (granulated),Gram,0.4,
Ashanti,Sugar (granulated),Heap,0.2,
Ashanti,Sugar (granulated),Loaf,1.0,
Ashanti,Sugar (granulated),Margarin tin,2.0,
Ashanti,Sugar (granulated),Other unit,0.5,
Ashanti,Sugar (granulated),Piece,0.2,
Ashanti,Sugar (granulated),Pound,4.090909090909091,
Ashanti,Sugar (granulated),Single,0.2,
Ashanti,Sugar (granulated),Tin,2.0,
Ashanti,Sweet Pepper,American Tin (Olonka),8.0,
Ashanti,Sweet Pepper,Heap,1.0,
Ashanti,Sweet Pepper,Piece,0.75,
Ashanti,Sweet Pepper,Single,0.5,
Ashanti,Sweet Potato ,Single,,5.0
Ashanti,Taro,Heap,7.5,
Ashanti,Taro,Single,1.9166666666666667,
Ashanti,Taro,Tubers,1.4285714285714286,
Ashanti,Tea bag,Balls,0.2,
Ashanti,Tea bag,Bowl,5.0,
Ashanti,Tea bag,Box/Carton,4.0,
Ashanti,Tea bag,Gram,0.2,
Ashanti,Tea bag,Maxi bag,0.2,
Ashanti,Tea bag,Millilitre,0.2,
Ashanti,Tea bag,Packet,4.0,
Ashanti,Tea bag,Satchet,0.2,
Ashanti,Tea bag,Single,0.2,
Ashanti,Tilapia,Bowl,32.5,
Ashanti,Tilapia,Box/Carton,170.0,
Ashanti,Tilapia,Gram,3.75,
Ashanti,Tilapia,Heap,10.0,
Ashanti,Tilapia,Millilitre,2.0,
Ashanti,Tilapia,Single,6.458333333333334,
Ashanti,Tomato (fresh),American Tin (Olonka),10.0,
Ashanti,Tomato (fresh),Balls,0.31666666666666665,
Ashanti,Tomato (fresh),Basket,1.0,
Ashanti,Tomato (fresh),Beer bottle,4.0,
Ashanti,Tomato (fresh),Bowl,4.0,4.0
Ashanti,Tomato (fresh),Bucket,10.0,
Ashanti,Tomato (fresh),Bunch,0.75,
Ashanti,Tomato (fresh),Fingers,0.2,
Ashanti,Tomato (fresh),Gram,0.2,
Ashanti,Tomato (fresh),Heap,1.0,2.0
Ashanti,Tomato (fresh),Millilitre,0.4,
Ashanti,Tomato (fresh),Other unit,5.0,
Ashanti,Tomato (fresh),Packet,2.0,
Ashanti,Tomato (fresh),Piece,0.25,
Ashanti,Tomato (fresh),Satchet,0.6,
Ashanti,Tomato (fresh),Single,0.3,2.0
Ashanti,Tomato (fresh),Tubers,0.6583333333333333,
Ashanti,Tomato (paste),American Tin (Olonka),19.0,
Ashanti,Tomato (paste),Blister / Strip,2.0,
Ashanti,Tomato (paste),Bowl,3.0,
Ashanti,Tomato (paste),Box/Carton,43.0,
Ashanti,Tomato (paste),Gram,2.0,
Ashanti,Tomato (paste),Heap,1.0,
Ashanti,Tomato (paste),Kilogram,3.0,
Ashanti,Tomato (paste),Margarin tin,2.0,
Ashanti,Tomato (paste),Maxi bag,1.5,
Ashanti,Tomato (paste),Other unit,4.41,
Ashanti,Tomato (paste),Packet,0.6,
Ashanti,Tomato (paste),Piece,0.7000000000000001,
Ashanti,Tomato (paste),Satchet,0.7,
Ashanti,Tomato (paste),Set,0.7000000000000001,
Ashanti,Tomato (paste),Single,2.0,
Ashanti,Tomato (paste),Tin,2.0,
Ashanti,Tuna (processed),Margarin tin,3.0,
Ashanti,Tuna (processed),Single,4.0,
Ashanti,Tuna (processed),Tin,4.0,
Ashanti,Water,1000 kg /metric tonnes/tonnes,0.1,
Ashanti,Water,Balls,0.2,
Ashanti,Water,Bowl,3.5,
Ashanti,Water,Box/Carton,22.0,
Ashanti,Water,Bunch,4.0,
Ashanti,Water,Fingers,3.0,
Ashanti,Water,Heap,2.0,
Ashanti,Water,Litres,2.5,
Ashanti,Water,Loaf,0.2,
Ashanti,Water,Maxi bag,3.0,
Ashanti,Water,Millilitre,0.1,
Ashanti,Water,Mini bag,4.0,
Ashanti,Water,Other unit,3.0,
Ashanti,Water,Packet,3.0,
Ashanti,Water,Piece,3.0,
Ashanti,Water,Pound,3.0,
Ashanti,Water,Satchet,0.2,
Ashanti,Water,Set,3.0,
Ashanti,Water,Single,0.18888888888888888,
Ashanti,Water Yam,Bowl,8.5,
Ashanti,Water Yam,Heap,5.0,
Ashanti,Water Yam,Single,5.0,
Ashanti,Water Yam,Tubers,5.0,
Ashanti,Watermelon,Balls,6.0,
Ashanti,Watermelon,Bowl,3.0,
Ashanti,Watermelon,Bunch,5.0,
Ashanti,Watermelon,Gram,2.0,
Ashanti,Watermelon,Heap,1.0,
Ashanti,Watermelon,Other unit,1.0,
Ashanti,Watermelon,Piece,2.0,
Ashanti,Watermelon,Single,5.0,10.0
Ashanti,Wheat Flour,Margarin tin,6.5,
Ashanti,Wheat Flour,Packet,10.0,
Ashanti,Whisky,Other unit,3.5,
Ashanti,White Oats,Other unit,9.0,
Ashanti,White Oats,Packet,5.0,
Ashanti,White Oats,Plate (food),3.0,
Ashanti,White Oats,Satchet,5.5,
Ashanti,White Oats,Single,7.0,
Ashanti,White Oats,Tin,12.0,
Ashanti,Wine,Beer bottle,1.75,
Ashanti,Wine,Bowl,0.5,
Ashanti,Wine,Litres,3.0,
Ashanti,Wine,Other unit,2.5,
Ashanti,Wine,Single,25.0,
Ashanti,Wine,Tot (25mls),1.0,
Ashanti,Yam,Bowl,10.0,
Ashanti,Yam,Heap,10.0,
Ashanti,Yam,Loaf,6.666666666666667,
Ashanti,Yam,Packet,2.0,
Ashanti,Yam,Piece,3.3333333333333335,
Ashanti,Yam,Rolls,10.0,
Ashanti,Yam,Single,8.0,
Ashanti,Yam,Tubers,5.0,4.5
Ashanti,Yam,Yards,5.833333333333334,
Ashanti,Yoghurt,Gram,1.0,
Ashanti,Yoghurt,Millilitre,1.0,
Ashanti,Yoghurt,Packet,1.0,
Ashanti,Yoghurt,Piece,1.0,
Ashanti,Yoghurt,Satchet,1.0,
Ashanti,Yoghurt,Single,1.0,
Ashanti,Yoghurt,Tin,1.0,
Brong Ahafo,Agushie Seed,American Tin (Olonka),10.0,
Brong Ahafo,Agushie Seed,Bowl,8.0,
Brong Ahafo,Agushie Seed,Gram,0.017857142857142856,
Brong Ahafo,Agushie Seed,Heap,1.0,
Brong Ahafo,Agushie Seed,Margarin tin,2.0,
Brong Ahafo,Agushie Seed,Other unit,1.0,
Brong Ahafo,Agushie Seed,Piece,0.5,
Brong Ahafo,Agushie Seed,Satchet,1.5,
Brong Ahafo,Agushie Seed,Single,3.0,
Brong Ahafo,Akpeteshie,Beer bottle,6.0,
Brong Ahafo,Akpeteshie,Fanta bottle,3.0,
Brong Ahafo,Akpeteshie,Fingers,3.0,
Brong Ahafo,Akpeteshie,Litres,4.0,
Brong Ahafo,Akpeteshie,Piece,0.5,
Brong Ahafo,Akpeteshie,Satchet,0.5,
Brong Ahafo,Akpeteshie,Tot (25mls),0.5773809523809523,
Brong Ahafo,Apple,Balls,2.0,
Brong Ahafo,Apple,Millilitre,1.6666666666666667,
Brong Ahafo,Apple,Single,1.6666666666666667,
Brong Ahafo,Avocado,Heap,,2.0
Brong Ahafo,Avocado,Other unit,1.0,
Brong Ahafo,Avocado,Single,0.7916666666666667,1.0
Brong Ahafo,Bambara Bean,American Tin (Olonka),,5.5
Brong Ahafo,Bambara Bean,Bowl,,4.0
Brong Ahafo,Banana,Blister / Strip,0.16666666666666666,
Brong Ahafo,Banana,Bowl,,5.0
Brong Ahafo,Banana,Bunch,2.0,6.0
Brong Ahafo,Banana,Fingers,0.19375,1.0
Brong Ahafo,Banana,Heap,2.0,
Brong Ahafo,Banana,Single,0.25,1.0
Brong Ahafo,Beef,Gram,0.01,
Brong Ahafo,Beef,Heap,5.0,3.0
Brong Ahafo,Beef,Kilogram,10.0,
Brong Ahafo,Beef,Piece,3.0,
Brong Ahafo,Beef,Pound,10.0,5.0
Brong Ahafo,Beef (corned),Single,14.0,
Brong Ahafo,Beef (corned),Tin,14.0,
Brong Ahafo,Beef (face),Gram,0.012,
Brong Ahafo,Beef (face),Piece,5.0,
Brong Ahafo,Beef (face),Pound,10.0,
Brong Ahafo,Beef (leg),Heap,7.0,
Brong Ahafo,Beef (leg),Pound,10.0,
Brong Ahafo,Beef (leg),Single,14.0,
Brong Ahafo,Beef (offal),Gram,10.0,
Brong Ahafo,Beef (offal),Heap,5.0,
Brong Ahafo,Beef (offal),Kilogram,10.0,
Brong Ahafo,Beef (offal),Other unit,2.0,
Brong Ahafo,Beef (offal),Piece,1.0,
Brong Ahafo,Beef (offal),Pound,10.0,
Brong Ahafo,Beef (steak),Heap,3.0,
Brong Ahafo,Beef (steak),Other unit,5.0,
Brong Ahafo,Beef (steak),Piece,10.0,
Brong Ahafo,Beef (steak),Pound,5.0,
Brong Ahafo,Beer,Beer bottle,4.0,
Brong Ahafo,Beer,Bowl,1.0,
Brong Ahafo,Beer,Fingers,4.266666666666667,
Brong Ahafo,Beer,Heap,1.0,
Brong Ahafo,Beer,Litres,1.25,
Brong Ahafo,Beer,Millilitre,0.015151515151515152,
Brong Ahafo,Beer,Other unit,1.0,
Brong Ahafo,Beer,Single,4.5,
Brong Ahafo,Beer,Tin,5.0,
Brong Ahafo,Biscuit,Packet,1.0,
Brong Ahafo,Biscuit,Piece,1.0,
Brong Ahafo,Biscuit,Satchet,1.0,
Brong Ahafo,Biscuit,Single,1.0,
Brong Ahafo,Bitters,Beer bottle,6.0,
Brong Ahafo,Bitters,Fanta bottle,0.7,
Brong Ahafo,Bitters,Litres,0.8,
Brong Ahafo,Bitters,Piece,0.5,
Brong Ahafo,Bitters,Satchet,0.75,
Brong Ahafo,Bitters,Single,8.0,
Brong Ahafo,Bitters,Tot (25mls),0.85,
Brong Ahafo,Bitters,Visit,0.7,
Brong Ahafo,Bread,Loaf,2.0,
Brong Ahafo,Bread,Piece,1.0,
Brong Ahafo,Cabbage,Bowl,,5.0
Brong Ahafo,Cabbage,Heap,,1.0
Brong Ahafo,Cabbage,Single,,1.0
Brong Ahafo,Canned Fruits,Single,1.0,
Brong Ahafo,Carrot,Bunch,2.0,
Brong Ahafo,Carrot,Bundle,2.0,
Brong Ahafo,Carrot,Fingers,0.6666666666666666,
Brong Ahafo,Carrot,Heap,2.0,
Brong Ahafo,Carrot,Other unit,2.5,
Brong Ahafo,Carrot,Piece,0.3333333333333333,
Brong Ahafo,Carrot,Single,0.5,
Brong Ahafo,Cashew,Heap,1.0,
Brong Ahafo,Cassava (dough),American Tin (Olonka),,5.0
Brong Ahafo,Cassava (dough),Balls,1.0,1.0
Brong Ahafo,Cassava (dough),Bowl,2.0,3.0
Brong Ahafo,Cassava (dough),Heap,1.0,2.0
Brong Ahafo,Cassava (dough),Margarin tin,1.0,1.0
Brong Ahafo,Cassava (dried),American Tin (Olonka),2.5,
Brong Ahafo,Cassava (dried),Bowl,4.0,
Brong Ahafo,Cassava (dried),Heap,1.3333333333333335,
Brong Ahafo,Cassava (dried),Margarin tin,1.0,
Brong Ahafo,Cassava (fresh),Basket,8.0,12.0
Brong Ahafo,Cassava (fresh),Bowl,,12.0
Brong Ahafo,Cassava (fresh),Box/Carton,0.8333333333333334,
Brong Ahafo,Cassava (fresh),Bucket,0.5,
Brong Ahafo,Cassava (fresh),Bunch,10.0,
Brong Ahafo,Cassava (fresh),Fingers,0.41914191419141916,
Brong Ahafo,Cassava (fresh),Heap,3.0,5.0
Brong Ahafo,Cassava (fresh),Piece,0.6,
Brong Ahafo,Cassava (fresh),Single,0.625,
Brong Ahafo,Cassava (fresh),Tubers,0.75,2.0
Brong Ahafo,"Cassava (white, flour)",American Tin (Olonka),7.0,
Brong Ahafo,"Cassava (white, flour)",Bowl,7.0,
Brong Ahafo,"Cassava (white, flour)",Heap,1.0,
Brong Ahafo,"Cassava (white, flour)",Margarin tin,2.0,
Brong Ahafo,"Cassava (yellow, flour)",American Tin (Olonka),6.0,
Brong Ahafo,"Cassava (yellow, flour)",Bowl,6.5,2.0
Brong Ahafo,"Cassava (yellow, flour)",Heap,5.0,2.0
Brong Ahafo,"Cassava (yellow, flour)",Margarin tin,1.75,2.0
Brong Ahafo,"Cassava (yellow, flour)",Other unit,0.5,
Brong Ahafo,Cerelac (Baby food),American Tin (Olonka),6.0,
Brong Ahafo,Cerelac (Baby food),Bowl,6.0,
Brong Ahafo,Cerelac (Baby food),Gram,1.25,
Brong Ahafo,Cerelac (Baby food),Margarin tin,1.5,
Brong Ahafo,Cerelac (Baby food),Other unit,1.5,
Brong Ahafo,Cerelac (Baby food),Packet,1.5,
Brong Ahafo,Cerelac (Baby food),Satchet,1.5,
Brong Ahafo,Cerelac (Baby food),Tin,10.5,
Brong Ahafo,Chewing Gum,Balls,0.2,
Brong Ahafo,Chewing Gum,Bunch,8.0,
Brong Ahafo,Chewing Gum,Packet,2.0,
Brong Ahafo,Chewing Gum,Piece,0.15,
Brong Ahafo,Chewing Gum,Satchet,0.1,
Brong Ahafo,Chewing Gum,Single,0.2,
Brong Ahafo,Chicken (breast),Box/Carton,50.0,
Brong Ahafo,Chicken (breast),Heap,3.0,
Brong Ahafo,Chicken (breast),Kilogram,10.0,
Brong Ahafo,Chicken (breast),Other unit,1.0,
Brong Ahafo,Chicken (breast),Piece,1.0,
Brong Ahafo,Chicken (breast),Pound,10.0,
Brong Ahafo,Chicken (breast),Satchet,8.0,
Brong Ahafo,Chicken (breast),Single,1.0,
Brong Ahafo,Chicken (broiler),1000 kg /metric tonnes/tonnes,16.0,
Brong Ahafo,Chicken (broiler),Heap,5.0,
Brong Ahafo,Chicken (broiler),Kilogram,20.666666666666668,
Brong Ahafo,Chicken (broiler),Piece,9.0,
Brong Ahafo,Chicken (broiler),Single,13.0,
Brong Ahafo,Chicken (frozen),1000 kg /metric tonnes/tonnes,10.0,
Brong Ahafo,Chicken (frozen),Gram,0.012,
Brong Ahafo,Chicken (frozen),Heap,6.0,
Brong Ahafo,Chicken (frozen),Kilogram,8.0,
Brong Ahafo,Chicken (frozen),Other unit,3.0,
Brong Ahafo,Chicken (frozen),Single,0.8333333333333334,
Brong Ahafo,Chicken (gizzard),Single,2.0,
Brong Ahafo,Chicken (live),Other unit,25.0,
Brong Ahafo,Chicken (live),Piece,15.0,
Brong Ahafo,Chicken (live),Single,25.0,20.0
Brong Ahafo,Chicken (thigh),1000 kg /metric tonnes/tonnes,10.0,
Brong Ahafo,Chicken (thigh),Box/Carton,0.03333333333333333,
Brong Ahafo,Chicken (thigh),Gram,0.01,
Brong Ahafo,Chicken (thigh),Heap,5.0,
Brong Ahafo,Chicken (thigh),Kilogram,10.0,
Brong Ahafo,Chicken (thigh),Other unit,3.0,
Brong Ahafo,Chicken (thigh),Piece,7.0,
Brong Ahafo,Chicken (thigh),Pound,10.0,
Brong Ahafo,Chicken (thigh),Single,6.0,
Brong Ahafo,Chicken (wing),Gram,0.012,
Brong Ahafo,Chicken (wing),Heap,2.0,
Brong Ahafo,Chicken (wing),Kilogram,12.0,
Brong Ahafo,Chicken (wing),Other unit,3.0,
Brong Ahafo,Chicken (wing),Piece,1.0666666666666667,
Brong Ahafo,Chicken (wing),Pound,8.5,
Brong Ahafo,Chicken (wing),Single,1.25,
Brong Ahafo,Chilli Powder (black pepper),Satchet,0.5,
Brong Ahafo,Chocolate ,Single,3.0,
Brong Ahafo,Cigarette,Box/Carton,2.0,
Brong Ahafo,Cigarette,Packet,2.0,
Brong Ahafo,Cigarette,Piece,0.20833333333333331,
Brong Ahafo,Cigarette,Satchet,2.0,
Brong Ahafo,Cigarette,Single,0.18333333333333335,
Brong Ahafo,Cigarette,Stick,0.16666666666666666,
Brong Ahafo,Cocoa (milk powder beverages),Blister / Strip,8.5,
Brong Ahafo,Cocoa (milk powder beverages),Gram,0.03,
Brong Ahafo,Cocoa (milk powder beverages),Heap,0.75,
Brong Ahafo,Cocoa (milk powder beverages),Millilitre,1.0,
Brong Ahafo,Cocoa (milk powder beverages),Other unit,0.5,
Brong Ahafo,Cocoa (milk powder beverages),Packet,9.0,
Brong Ahafo,Cocoa (milk powder beverages),Piece,0.2,
Brong Ahafo,Cocoa (milk powder beverages),Pound,4.0,
